PFA_Name,Year,IMD_Score,Police_Count,Crime_Count,Alpha_i,B_i,Beta_i,Sigma_i,Spillover_Force,E_Prime_Monthly_Snapshot
Metropolitan Police,2021,58.95259528047169,33433,546421.0,0.005895259528047169,747.4076019558648,0.2703910385288048,0.04755964035731477,340.78836765422705,-1592.7226018694746
Metropolitan Police,2022,58.95259528047169,34517,509085.0,0.005895259528047169,747.4076019558648,0.2703910385288048,0.04755964035731477,307.63897326689596,-750.2792720122904
Metropolitan Police,2023,58.95259528047169,34500,488244.0,0.005895259528047169,747.4076019558648,0.2703910385288048,0.04755964035731477,283.75578641589595,-2123.4505843354373
Metropolitan Police,2024,58.95259528047169,33793,486681.0,0.005895259528047169,747.4076019558648,0.2703910385288048,0.04755964035731477,269.9253642518066,-2771.401728054904
Metropolitan Police,2025,58.95259528047169,32332,505082.0,0.005895259528047169,747.4076019558648,0.2703910385288048,0.04755964035731477,277.0422193687163,-540.8907127997097
Norfolk,2021,57.97262889600568,1809,44762.0,0.005797262889600569,35.231532686764375,0.11533929096028782,0.09268266651126425,203.73280219009627,572.6573743821862
Norfolk,2022,57.97262889600568,1872,44483.0,0.005797262889600569,35.231532686764375,0.11533929096028782,0.09268266651126425,198.29291451434756,504.2057103628574
Norfolk,2023,57.97262889600568,1899,39549.0,0.005797262889600569,35.231532686764375,0.11533929096028782,0.09268266651126425,183.3999312297738,-87.19528038590049
Norfolk,2024,57.97262889600568,1899,37654.0,0.005797262889600569,35.231532686764375,0.11533929096028782,0.09268266651126425,187.13063131095714,-747.4044631340244
Norfolk,2025,57.97262889600568,1902,36780.0,0.005797262889600569,35.231532686764375,0.11533929096028782,0.09268266651126425,190.15210712838478,-60.61721118410124
North Wales,2021,52.20054179830648,1640,45136.0,0.005220054179830649,17.48668869297396,0.1097233341057474,0.08306468719691056,287.9942554477342,-180.81213896535112
North Wales,2022,52.20054179830648,1640,47174.0,0.005220054179830649,17.48668869297396,0.1097233341057474,0.08306468719691056,252.3179341804505,604.08506511813
North Wales,2023,52.20054179830648,1714,42268.0,0.005220054179830649,17.48668869297396,0.1097233341057474,0.08306468719691056,222.62077135439654,-58.371411600466324
North Wales,2024,52.20054179830648,1721,41092.0,0.005220054179830649,17.48668869297396,0.1097233341057474,0.08306468719691056,200.39585207395157,558.1688677258505
North Wales,2025,52.20054179830648,1723,38041.0,0.005220054179830649,17.48668869297396,0.1097233341057474,0.08306468719691056,211.44266048108156,-672.1857846551802
North Yorkshire,2021,39.403933797073634,1542,47649.0,0.003940393379707364,33.08000843556294,0.24021430248453599,0.11909125230974618,524.6443152257632,-660.5836460267792
North Yorkshire,2022,39.403933797073634,1637,40272.0,0.003940393379707364,33.08000843556294,0.24021430248453599,0.11909125230974618,496.61962798875777,-1232.1312335751797
North Yorkshire,2023,39.403933797073634,1662,37733.0,0.003940393379707364,33.08000843556294,0.24021430248453599,0.11909125230974618,477.8383093677695,-677.3202431145494
North Yorkshire,2024,39.403933797073634,1652,35868.0,0.003940393379707364,33.08000843556294,0.24021430248453599,0.11909125230974618,459.47471266442096,-38.14766037113736
North Yorkshire,2025,39.403933797073634,1656,36988.0,0.003940393379707364,33.08000843556294,0.24021430248453599,0.11909125230974618,465.5635393256804,-746.3591814876875
Northamptonshire,2021,49.80767916922867,1398,46641.0,0.004980767916922867,3.7057078419845144,0.12428475410305909,0.06192713856900558,220.48783911180035,26.26228533146832
Northamptonshire,2022,49.80767916922867,1429,43360.0,0.004980767916922867,3.7057078419845144,0.12428475410305909,0.06192713856900558,217.33163580457835,-388.6636665487433
Northamptonshire,2023,49.80767916922867,1487,40396.0,0.004980767916922867,3.7057078419845144,0.12428475410305909,0.06192713856900558,207.52073457363582,-401.0398530589236
Northamptonshire,2024,49.80767916922867,1473,40211.0,0.004980767916922867,3.7057078419845144,0.12428475410305909,0.06192713856900558,211.06373054336538,-197.73066580955629
